Designator,Mid X,Mid Y,Rotation,Layer
A1,171.61,-121.5,180.0,top
C1,173.25,-128.75,270.0,top
C2,154.75,-128.7125,270.0,top
C4,150.2125,-84.78,0.0,top
D1,177.75,-81.5,180.0,top
J1,148.75,-89.5,0.0,top
J2,179.25,-127.5,180.0,top
R1,150.25,-81.455,0.0,top
R2,177.75,-84.75,180.0,top
Y1,164.0,-128.75,180.0,top
